Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Hayes R.L., Beling P.A., Scherer W.T.","35766253300;6603732790;7102162666;","Action-based feature representation for reverse engineering trading strategies",2013,"Environment Systems and Decisions","33","3",,"413","426",,5,"10.1007/s10669-013-9458-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885079056&doi=10.1007%2fs10669-013-9458-1&partnerID=40&md5=5c78d907e070ac0699619d77f53af6a6","Department of Systems and Information Engineering, University of Virginia, Charlottesville, VA, 22903, United States","Hayes, R.L., Department of Systems and Information Engineering, University of Virginia, Charlottesville, VA, 22903, United States; Beling, P.A., Department of Systems and Information Engineering, University of Virginia, Charlottesville, VA, 22903, United States; Scherer, W.T., Department of Systems and Information Engineering, University of Virginia, Charlottesville, VA, 22903, United States","Algorithm trading; Reverse engineering; Trading strategy","financial market; learning; research; student",Article,"Final",,Scopus,2-s2.0-84885079056
"Pietquin O.","16040586900;","Inverse reinforcement learning for interactive systems",2013,"ACM International Conference Proceeding Series",,,,"71","75",,2,"10.1145/2493525.2493529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883034035&doi=10.1145%2f2493525.2493529&partnerID=40&md5=00e70e1c2c9b2ac1d5885debdd12c24f","SUPELEC - UMI 2958 (GeorgiaTech-CNRS), 2 Rue Edouard Belin, 57070 Metz, France","Pietquin, O., SUPELEC - UMI 2958 (GeorgiaTech-CNRS), 2 Rue Edouard Belin, 57070 Metz, France","Human-machine interaction; Reinforcement learning","Human activity recognition; Human machine interaction; Interaction managers; Interactive system; Inverse reinforcement learning; Machine learning techniques; Natural language generation; Sequential decision making; Algorithms; Artificial intelligence; Communication; Human computer interaction; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-84883034035
[No author name available],[No author id available],"Proceedings of the 2nd Workshop on Machine Learning for Interactive Systems: Bridging the Gap Between Perception, Action and Communication, MLIS 2013 - 23rd IJCAI 2013",2013,"ACM International Conference Proceeding Series",,,,"","",81,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883008795&partnerID=40&md5=7407a17bb4138e08cfae3b85c4445026",,"",,,Conference Review,"Final",,Scopus,2-s2.0-84883008795
"Iturrate I., Omedes J., Montesano L.","57194101260;55567220200;6602849539;","Shared control of a robot using EEG-based feedback Signals",2013,"ACM International Conference Proceeding Series",,,,"45","50",,4,"10.1145/2493525.2493533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882932193&doi=10.1145%2f2493525.2493533&partnerID=40&md5=fe837c5b62fab17f55d05e02a4a1a7ed","I3A, DIIS, EINA, University of Zaragoza, Zaragoza, Spain","Iturrate, I., I3A, DIIS, EINA, University of Zaragoza, Zaragoza, Spain; Omedes, J., I3A, DIIS, EINA, University of Zaragoza, Zaragoza, Spain; Montesano, L., I3A, DIIS, EINA, University of Zaragoza, Zaragoza, Spain",,"Binary information; Continuous state; Feedback signal; Graphical interface; Human observations; Inverse reinforcement learning; Multiple modalities; Robot operations; Artificial intelligence; Communication; Reinforcement learning; Robots",Conference Paper,"Final",,Scopus,2-s2.0-84882932193
"Rothkopf C.A., Ballard D.H.","15078701200;35809594800;","Modular inverse reinforcement learning for visuomotor behavior",2013,"Biological Cybernetics","107","4",,"477","490",,18,"10.1007/s00422-013-0562-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883447302&doi=10.1007%2fs00422-013-0562-6&partnerID=40&md5=2db905fa5905a9a0ad9830ee89695d92","Frankfurt Institute for Advanced Studies, Goethe University, 60438 Frankfurt, Germany; Institute of Cognitive Science, University Osnabrück, 49076 Osnabrück, Germany; Technical University Darmstadt, 64283 Darmstadt, Germany; Department for Computer Science, University of Texas at Austin, Austin, TX 78712, United States","Rothkopf, C.A., Frankfurt Institute for Advanced Studies, Goethe University, 60438 Frankfurt, Germany, Institute of Cognitive Science, University Osnabrück, 49076 Osnabrück, Germany, Technical University Darmstadt, 64283 Darmstadt, Germany; Ballard, D.H., Department for Computer Science, University of Texas at Austin, Austin, TX 78712, United States","Inverse reinforcement learning; Spatial navigation; Task priorities; Visuomotor behavior","Avoiding obstacle; Cognitive architectures; Computational model; Costs and benefits; Inverse reinforcement learning; Spatial navigation; Task priorities; Visuomotors; Mathematical models; Reinforcement learning; Animalia; algorithm; article; computer simulation; human; learning; psychomotor performance; theoretical model; vision; Algorithms; Computer Simulation; Humans; Learning; Models, Theoretical; Psychomotor Performance; Vision, Ocular; Algorithms; Computer Simulation; Humans; Learning; Models, Theoretical; Psychomotor Performance; Vision, Ocular",Article,"Final",,Scopus,2-s2.0-84883447302
"Murray W.R., Harrison P., Singliar T.","57202909075;23094014700;15043013000;","Interpreting spatiotemporal expressions from english to fuzzy logic",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8035",,,"226","233",,,"10.1007/978-3-642-39617-5_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880982771&doi=10.1007%2f978-3-642-39617-5_21&partnerID=40&md5=7836a29c16a2f842bc87f6d06d0b4bcd","Boeing Research and Technology, PO Box 3707, Seattle, WA 98124, United States","Murray, W.R., Boeing Research and Technology, PO Box 3707, Seattle, WA 98124, United States; Harrison, P., Boeing Research and Technology, PO Box 3707, Seattle, WA 98124, United States; Singliar, T., Boeing Research and Technology, PO Box 3707, Seattle, WA 98124, United States","anomaly detection; controlled natural language; CPL; fuzzy logic; GPSG parsing; inverse reinforcement learning; spatiotemporal reasoning","Computer circuits; Computer programming languages; Context free grammars; Learning algorithms; Learning systems; Reinforcement learning; Syntactics; Web crawler; Anomaly detection; Controlled natural language; GPSG parsing; Inverse reinforcement learning; Spatio-temporal reasoning; Fuzzy logic",Conference Paper,"Final",,Scopus,2-s2.0-84880982771
"Dragan A.D., Srinivasa S.S.","55193779100;6602084313;","A policy-blending formalism for shared control",2013,"International Journal of Robotics Research","32","7",,"790","805",,100,"10.1177/0278364913490324","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879894559&doi=10.1177%2f0278364913490324&partnerID=40&md5=80d1d854125bbaade4cd3aff819dc319","Robotics Institute, Carnegie Mellon University, United States","Dragan, A.D., Robotics Institute, Carnegie Mellon University, United States; Srinivasa, S.S., Robotics Institute, Carnegie Mellon University, United States","arbitration; human-robot collaboration; intent prediction; shared control; sliding autonomy; teleoperation","arbitration; Human-robot collaboration; Inverse reinforcement learning; Prediction problem; Robotic manipulators; Shared control; Simplifying assumptions; Sliding autonomy; Blending; Forecasting; Inverse problems; Reinforcement learning; Remote control; Robots; Behavioral research",Conference Paper,"Final",,Scopus,2-s2.0-84879894559
"Boularias A., Chaib-draa B.","23090275300;7004238886;","Apprenticeship learning with few examples",2013,"Neurocomputing","104",,,"83","96",,3,"10.1016/j.neucom.2012.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873703578&doi=10.1016%2fj.neucom.2012.11.002&partnerID=40&md5=8b2c44c096ea60e6286e597a604461d4","Max Planck Institute for Intelligent Systems, Spemannstraße 41, 72076 Tuebingen, Germany; Computer Science and Software Engineering Department, Laval University, Quebec G1V 0A6, Canada","Boularias, A., Max Planck Institute for Intelligent Systems, Spemannstraße 41, 72076 Tuebingen, Germany; Chaib-draa, B., Computer Science and Software Engineering Department, Laval University, Quebec G1V 0A6, Canada","Bootstrapping; Imitation learning; Inverse reinforcement learning; Transfer learning","Apprenticeship learning; AS graph; Bootstrapping; Empirical averages; Imitation learning; Inverse reinforcement learning; Linear combinations; Near-optimal; New approaches; Optimal policies; Reward function; Simulated robot; State space; Transfer learning; Transfer technique; Value functions; Dynamics; Learning algorithms; Optimization; Reinforcement learning; Apprentices; algorithm; analytical error; apprenticeship learning; article; bootstrapping; dynamics; imitation; learning; priority journal; reinforcement; reward; robotics; simulation; statistical analysis",Article,"Final",,Scopus,2-s2.0-84873703578
"Ziebart B.D., Bagnell J.A., Dey A.K.","13608719300;6506127486;7101701731;","The principle of maximum causal entropy for estimating interacting processes",2013,"IEEE Transactions on Information Theory","59","4", 6479340,"1966","1980",,20,"10.1109/TIT.2012.2234824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896690184&doi=10.1109%2fTIT.2012.2234824&partnerID=40&md5=319b27f0a8c54dd29611d5c16d18a24b","Department of Computer Science, University of Illinois at Chicago, Chicago, IL 60607, United States; School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213, United States","Ziebart, B.D., Department of Computer Science, University of Illinois at Chicago, Chicago, IL 60607, United States; Bagnell, J.A., School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213, United States; Dey, A.K., School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213, United States","Causal entropy; Correlated equilibrium (CE); Directed information; Inverse optimal control; Inverse reinforcement learning; Maximum entropy; Statistical estimation","Computer games; Entropy; Maximum entropy methods; Maximum principle; Probability distributions; Reinforcement learning; Correlated equilibria; Directed information; Inverse reinforcement learning; Inverse-optimal control; Statistical estimation; Estimation",Article,"Final",,Scopus,2-s2.0-84896690184
"Luo D., Wang Y., Wu X.","7202658172;57192184073;7407061832;","Discriminative apprenticeship learning with both preference and non-preference behavior",2013,"Proceedings - 2013 12th International Conference on Machine Learning and Applications, ICMLA 2013","1",, 6784634,"315","320",,1,"10.1109/ICMLA.2013.64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899447237&doi=10.1109%2fICMLA.2013.64&partnerID=40&md5=906efa861a9154c166bd3d2a106b0da0","Key Lab of Machine Perception (Ministry of Education), Peking University, Beijing, 100871, China; Speech and Hearing Research Center, Peking University, Beijing, 100871, China; College of Computer Science and Technology, Jilin University, Changchun, 130012, China","Luo, D., Key Lab of Machine Perception (Ministry of Education), Peking University, Beijing, 100871, China, Speech and Hearing Research Center, Peking University, Beijing, 100871, China; Wang, Y., Key Lab of Machine Perception (Ministry of Education), Peking University, Beijing, 100871, China, Speech and Hearing Research Center, Peking University, Beijing, 100871, China; Wu, X., Key Lab of Machine Perception (Ministry of Education), Peking University, Beijing, 100871, China, Speech and Hearing Research Center, Peking University, Beijing, 100871, China, College of Computer Science and Technology, Jilin University, Changchun, 130012, China","Discriminative apprenticeship learning; Inverse reinforcement learning; Preference and non-preference","Learning algorithms; Reinforcement learning; Apprenticeship learning; Changing environment; Generalization ability; Generalization Error; Inverse reinforcement learning; Preference and non-preference; Reward function; Theoretical guarantees; Apprentices",Conference Paper,"Final",,Scopus,2-s2.0-84899447237
"Singh S.S., Chopin N., Whiteley N.","37062609900;35572803700;55336867600;","Bayesian learning of noisy markov decision processes",2013,"ACM Transactions on Modeling and Computer Simulation","23","1", 4,"","",,2,"10.1145/2414416.2414420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873697423&doi=10.1145%2f2414416.2414420&partnerID=40&md5=963d9ac0971a83a74919a0df94ea096b","Department of Engineering, University of Cambridge, 325 Baker Building, Trumpington Street, Cambridge, CB2 1PZ, United Kingdom; CREST-ENSAE, France; University of Bristol, School of Mathematics, University Walk, Bristol BS8 1TW, United Kingdom","Singh, S.S., Department of Engineering, University of Cambridge, 325 Baker Building, Trumpington Street, Cambridge, CB2 1PZ, United Kingdom; Chopin, N., CREST-ENSAE, France; Whiteley, N., University of Bristol, School of Mathematics, University Walk, Bristol BS8 1TW, United Kingdom","Bayesian inference; Data augmentation; Markov Chain Monte Carlo; Markov decision process; Parameter expansion","Bayesian inference; Data augmentation; Markov Chain Monte-Carlo; Markov Decision Processes; Parameter expansion; Bayesian networks; Inference engines; Inverse problems; Markov processes; Reinforcement learning; Learning algorithms",Article,"Final",,Scopus,2-s2.0-84873697423
"Sugiyama H., Meguro T., Minami Y.","56965179800;36632749100;24428386300;","Preference-learning based inverse reinforcement learning for dialog control",2012,"13th Annual Conference of the International Speech Communication Association 2012, INTERSPEECH 2012","1",,,"222","225",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878412864&partnerID=40&md5=387fa005a872733b7eaabfec1556ca53","NTT Communication Science Laboratories, Kyoto, Japan","Sugiyama, H., NTT Communication Science Laboratories, Kyoto, Japan; Meguro, T., NTT Communication Science Laboratories, Kyoto, Japan; Minami, Y., NTT Communication Science Laboratories, Kyoto, Japan",,"Competitive algorithms; Dialog controls; Dialog systems; Inverse reinforcement learning; Reward function; Algorithms; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-84878412864
"Reddy T.S., Gopikrishna V., Zaruba G., Huber M.","55557204500;35322408300;6602515225;7202671760;","Inverse reinforcement learning for decentralized non-cooperative multiagent systems",2012,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",,, 6378020,"1930","1935",,5,"10.1109/ICSMC.2012.6378020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872422561&doi=10.1109%2fICSMC.2012.6378020&partnerID=40&md5=dc588a31fe74bea836cbc64a063d757c","Computer Science Department, University of Texas at Arlington, Arlington, TX, United States","Reddy, T.S., Computer Science Department, University of Texas at Arlington, Arlington, TX, United States; Gopikrishna, V., Computer Science Department, University of Texas at Arlington, Arlington, TX, United States; Zaruba, G., Computer Science Department, University of Texas at Arlington, Arlington, TX, United States; Huber, M., Computer Science Department, University of Texas at Arlington, Arlington, TX, United States","Game Theory; General-Sum Stochastic Games; Inverse Reinfocement Learning; Multiagent Systems; Nash equilibrium","Distributed solutions; Inverse Reinfocement Learning; Inverse reinforcement learning; Multi-agent problems; Multi-agent setting; Nash equilibria; Non-cooperative; Optimal policies; Reward function; Single-agent; Stochastic game; Cybernetics; Game theory; Reinforcement learning; Multi agent systems",Conference Paper,"Final",,Scopus,2-s2.0-84872422561
"Singliar T., Margineantu D.D.","15043013000;9738431900;","Scalable inverse reinforcement learning via instructed feature construction",2012,"AAAI Workshop - Technical Report","WS-12-11",,,"33","35",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875583424&partnerID=40&md5=061580a7cddf361b2384a6a52270e7ae","Boeing Research and Technology, M/C 7L-44, P.O. Box 3707, Seattle, WA 98124-2207, United States","Singliar, T., Boeing Research and Technology, M/C 7L-44, P.O. Box 3707, Seattle, WA 98124-2207, United States; Margineantu, D.D., Boeing Research and Technology, M/C 7L-44, P.O. Box 3707, Seattle, WA 98124-2207, United States",,"Basis functions; Feature construction; Inverse reinforcement learning; Limited rationality; Reward function; Traditional models; Value function approximation; Value functions; Stochastic models; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-84875583424
"Choi J., Kim K.-E.","36835669400;15053383400;","Nonparametric Bayesian inverse reinforcement learning for multiple reward functions",2012,"Advances in Neural Information Processing Systems","1",,,"305","313",,31,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877772241&partnerID=40&md5=fc0735bfddc6092e23d5cbea486adaf9","Department of Computer Science, Korea Advanced Institute of Science and Technology, Daejeon 305-701, South Korea","Choi, J., Department of Computer Science, Korea Advanced Institute of Science and Technology, Daejeon 305-701, South Korea; Kim, K.-E., Department of Computer Science, Korea Advanced Institute of Science and Technology, Daejeon 305-701, South Korea",,"Bayesian; Dirichlet process mixture model; Inverse reinforcement learning; Metropolis-Hastings samplings; Multiple rewards; Non-parametric Bayesian; Problem domain; Reward function; Algorithms; Bayesian networks; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-84877772241
"Klein E., Geist M., Piot B., Pietquin O.","55234823100;25929145100;55697434100;16040586900;","Inverse reinforcement learning through structured classification",2012,"Advances in Neural Information Processing Systems","2",,,"1007","1015",,29,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877756695&partnerID=40&md5=27f1bed54aa7e7a1fd17e16183d6398c","LORIA, Team ABC, Nancy, France; Supélec, IMS-MaLIS Research Group, Metz, France; UMI 2958 (GeorgiaTech-CNRS), Metz, France","Klein, E., LORIA, Team ABC, Nancy, France, Supélec, IMS-MaLIS Research Group, Metz, France; Geist, M., Supélec, IMS-MaLIS Research Group, Metz, France; Piot, B., Supélec, IMS-MaLIS Research Group, Metz, France, UMI 2958 (GeorgiaTech-CNRS), Metz, France; Pietquin, O., Supélec, IMS-MaLIS Research Group, Metz, France, UMI 2958 (GeorgiaTech-CNRS), Metz, France",,"Car driving; Inverse reinforcement learning; Multi-class classifier; Near-optimal; Reward function; Score function; Algorithms; Optimization; Reinforcement learning; Inverse problems",Conference Paper,"Final",,Scopus,2-s2.0-84877756695
"Chinaei H.R., Chaib-Draa B.","23388191000;7004238886;","An inverse reinforcement learning algorithm for partially observable domains with application on healthcare dialogue management",2012,"Proceedings - 2012 11th International Conference on Machine Learning and Applications, ICMLA 2012","1",, 6406603,"144","149",,3,"10.1109/ICMLA.2012.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873590016&doi=10.1109%2fICMLA.2012.31&partnerID=40&md5=3b637cb68ed4835579cdd5b4f298274a","Computer Science Department, Laval University, Québec, QC, Canada","Chinaei, H.R., Computer Science Department, Laval University, Québec, QC, Canada; Chaib-Draa, B., Computer Science Department, Laval University, Québec, QC, Canada","dialogue management; Inverse reinforcement learning; partially observable Markov decision processes","Dialogue management; Inverse reinforcement learning; Markov Decision Processes; Model components; Partially observable Markov decision process; Health care; Inverse problems; Markov processes; Reinforcement learning; Learning algorithms",Conference Paper,"Final",,Scopus,2-s2.0-84873590016
"Boularias A., Krömer O., Peters J.","23090275300;36463880000;35248912800;","Algorithms for learning Markov field policies",2012,"Advances in Neural Information Processing Systems","3",,,"2177","2185",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877750880&partnerID=40&md5=f9e7cd783d262b1f739f04485e780a8c","Max Planck Institute for Intelligent Systems, Germany; Technische Universität Darmstadt, Germany","Boularias, A., Max Planck Institute for Intelligent Systems, Germany; Krömer, O., Technische Universität Darmstadt, Germany; Peters, J., Technische Universität Darmstadt, Germany",,"Domain knowledge; GraphicaL model; High probability; Inverse reinforcement learning; Markov Decision Processes; Markov Random Fields; Optimal actions; Policy distribution; Learning algorithms; Markov processes; Reinforcement learning; Probability distributions",Conference Paper,"Final",,Scopus,2-s2.0-84877750880
"MacGlashan J., Babeş-Vroman M., Winner K., Gao R., Adjogah R., DesJardins M., Littman M., Muresan S.","21934008200;52263115900;57204815305;57211271340;55635986700;10239052700;7006510438;57206143958;","Learning to interpret natural language instructions",2012,"AAAI Workshop - Technical Report","WS-12-07",,,"18","24",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875609319&partnerID=40&md5=b5eb86a0d028a936a679982f702f51fb","Department of Computer Science and Electrical Engineering, University of Maryland, Baltimore County, MD, United States; Computer Science Department, Rutgers University, United States; School of Communication and Information, Rutgers University, United States","MacGlashan, J., Department of Computer Science and Electrical Engineering, University of Maryland, Baltimore County, MD, United States; Babeş-Vroman, M., Computer Science Department, Rutgers University, United States; Winner, K., Department of Computer Science and Electrical Engineering, University of Maryland, Baltimore County, MD, United States; Gao, R., Computer Science Department, Rutgers University, United States; Adjogah, R., Department of Computer Science and Electrical Engineering, University of Maryland, Baltimore County, MD, United States; DesJardins, M., Department of Computer Science and Electrical Engineering, University of Maryland, Baltimore County, MD, United States; Littman, M., Computer Science Department, Rutgers University, United States; Muresan, S., School of Communication and Information, Rutgers University, United States",,"Artificial agents; Domain specific; Goal definitions; Inverse reinforcement learning; Natural languages; Reward function; Semantic parsing; Three component; Reinforcement learning; Semantics; Natural language processing systems",Conference Paper,"Final",,Scopus,2-s2.0-84875609319
"Tastan B., Chang Y., Sukthankar G.","6505775414;55546271300;6507708407;","Learning to intercept opponents in first person shooter games",2012,"2012 IEEE Conference on Computational Intelligence and Games, CIG 2012",,, 6374144,"100","107",,11,"10.1109/CIG.2012.6374144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871941831&doi=10.1109%2fCIG.2012.6374144&partnerID=40&md5=dffa55757bde2621a1d2ae753acabe32","Department of EECS, University of Central Florida, Orlando, FL, United States","Tastan, B., Department of EECS, University of Central Florida, Orlando, FL, United States; Chang, Y., Department of EECS, University of Central Florida, Orlando, FL, United States; Sukthankar, G., Department of EECS, University of Central Florida, Orlando, FL, United States",,"First person shooter games; Human players; Inverse reinforcement learning; Motion models; Motion prediction; Particle filter; Prediction methods; Time horizons; Tracking accuracy; Unreal tournament; Motion planning; Reinforcement learning; Forecasting",Conference Paper,"Final",,Scopus,2-s2.0-84871941831
"Yang S., Paddrik M., Hayes R., Todd A., Kirilenko A., Beling P., Scherer W.","24802841600;24802447300;35766253300;55496521200;7005937861;6603732790;7102162666;","Behavior based learning in identifying High Frequency Trading strategies",2012,"2012 IEEE Conference on Computational Intelligence for Financial Engineering and Economics, CIFEr 2012 - Proceedings",,, 6327783,"133","140",,12,"10.1109/CIFEr.2012.6327783","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869779430&doi=10.1109%2fCIFEr.2012.6327783&partnerID=40&md5=da4d0674b126f12ca1896e902a3b58b3","Department of Systems and Information Engineering, University of Virginia, United States; Commodity Futures Trading Commission, United States","Yang, S., Department of Systems and Information Engineering, University of Virginia, United States; Paddrik, M., Department of Systems and Information Engineering, University of Virginia, United States; Hayes, R., Department of Systems and Information Engineering, University of Virginia, United States; Todd, A., Department of Systems and Information Engineering, University of Virginia, United States; Kirilenko, A., Commodity Futures Trading Commission, United States; Beling, P., Department of Systems and Information Engineering, University of Virginia, United States; Scherer, W., Department of Systems and Information Engineering, University of Virginia, United States","Algorithmic trading; High Frequency Trading; Inverse Reinforcement Learning; Limit order book; Markov Decision Process; Price impact; Spoofing","Algorithmic trading; High frequency; Inverse reinforcement learning; Limit order book; Markov Decision Processes; Price impacts; Spoofing; Algorithms; Artificial intelligence; Correlation theory; Finance; Inverse problems; Markov processes; Reinforcement learning; Commerce",Conference Paper,"Final",,Scopus,2-s2.0-84869779430
"Vogel A., Ramachandran D., Gupta R., Raux A.","36945583200;56247655000;56537374400;14018300800;","Improving hybrid vehicle fuel efficiency using inverse reinforcement learning",2012,"Proceedings of the National Conference on Artificial Intelligence","1",,,"384","390",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868272761&partnerID=40&md5=de0776a2574cfbc32a41ebf907744570","Stanford University, United States; Honda Research Institute (USA) Inc., United States","Vogel, A., Stanford University, United States; Ramachandran, D., Honda Research Institute (USA) Inc., United States; Gupta, R., Honda Research Institute (USA) Inc., United States; Raux, A., Honda Research Institute (USA) Inc., United States",,"Battery power; Driver behavior; Fuel efficiency; Fuel savings; Hardware modifications; Hybrid controls; Inverse reinforcement learning; Optimal mixes; Power efficiency; Power requirement; Prediction systems; Artificial intelligence; Fuel economy; Fuels; Hybrid vehicles; Land vehicle propulsion; Optimization; Reinforcement learning; Efficiency",Conference Paper,"Final",,Scopus,2-s2.0-84868272761
"Levine S., Koltun V.","35731728100;7004337914;","Continuous inverse optimal control with locally optimal examples",2012,"Proceedings of the 29th International Conference on Machine Learning, ICML 2012","1",,,"41","48",,65,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867123291&partnerID=40&md5=737595bfb1fe409ba7278928432d0b82","Computer Science Department, Stanford University, Stanford, CA 94305, United States","Levine, S., Computer Science Department, Stanford University, Stanford, CA 94305, United States; Koltun, V., Computer Science Department, Stanford University, Stanford, CA 94305, United States",,"Continuous domain; Inverse reinforcement learning; Inverse-optimal control; Local approximation; Local optimality; Markov Decision Processes; Optimal policies; Reward function; Inverse problems; Learning algorithms; Markov processes; Reinforcement learning; Optimization",Conference Paper,"Final",,Scopus,2-s2.0-84867123291
"Shao Z., Er M.J.","55339553100;7102842925;","A review of inverse reinforcement learning theory and recent advances",2012,"2012 IEEE Congress on Evolutionary Computation, CEC 2012",,, 6256507,"","",,17,"10.1109/CEC.2012.6256507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866865478&doi=10.1109%2fCEC.2012.6256507&partnerID=40&md5=29ecb2c129c5bb0532396273b9694c95","School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore","Shao, Z., School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore; Er, M.J., School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore","expert demonstration; inverse reinforcement learning; Reinforcement learning; reward function","Complex problems; Decision-making problem; Dynamic environments; Generalization ability; Inverse reinforcement learning; Learning policy; Machine learning communities; Reinforcement learning techniques; Reward function; Succinct representation; Algorithms; Reinforcement learning; Inverse problems",Conference Paper,"Final",,Scopus,2-s2.0-84866865478
"Michini B., How J.P.","36603096200;7006512768;","Bayesian nonparametric inverse reinforcement learning",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7524 LNAI","PART 2",,"148","163",,13,"10.1007/978-3-642-33486-3_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866860874&doi=10.1007%2f978-3-642-33486-3_10&partnerID=40&md5=ddfcb7477e310778845d8f3f1c88b1e6","Massachusetts Institute of Technology, Cambridge, MA, United States","Michini, B., Massachusetts Institute of Technology, Cambridge, MA, United States; How, J.P., Massachusetts Institute of Technology, Cambridge, MA, United States",,"Computationally efficient; Different structure; Inverse reinforcement learning; Markov Decision Processes; Mixture model; Non-parametric; Real-world learning; Reward function; State space; Subgoals; Transition functions; Learning algorithms; Markov processes; Reinforcement learning",Conference Paper,"Final",Open Access,Scopus,2-s2.0-84866860874
"Murray W.R., Singliar T.","57202909075;15043013000;","Spatiotemporal extensions to a controlled natural language",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7427 LNAI",,,"61","78",,3,"10.1007/978-3-642-32612-7_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865677079&doi=10.1007%2f978-3-642-32612-7_5&partnerID=40&md5=e3cbc415a8fecebd3cfa97fb24ce8dcc","Boeing Research and Technology, P.O. Box 3707, Seattle, WA 98124, United States","Murray, W.R., Boeing Research and Technology, P.O. Box 3707, Seattle, WA 98124, United States; Singliar, T., Boeing Research and Technology, P.O. Box 3707, Seattle, WA 98124, United States","Allen's Interval Algebra; controlled natural language; CPL; inverse reinforcement learning; RCC-8; spatiotemporal reasoning","Allen's interval algebra; Controlled natural language; CPL; Inverse reinforcement learning; RCC-8; Spatio-temporal reasoning; Motivation; Reinforcement learning; Learning algorithms",Conference Paper,"Final",,Scopus,2-s2.0-84865677079
"Zhifei S., Joo E.M.","55339553100;7102842925;","A survey of inverse reinforcement learning techniques",2012,"International Journal of Intelligent Computing and Cybernetics","5","3",,"293","311",,29,"10.1108/17563781211255862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865146660&doi=10.1108%2f17563781211255862&partnerID=40&md5=5a8d14d716804fc981f2949c17a5db3b","School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore, Singapore","Zhifei, S., School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore, Singapore; Joo, E.M., School of Electrical and Electronics Engineering, Nanyang Technological University, Singapore, Singapore","Artificial intelligence; Inverse reinforcement learning; Learning methods; Reinforcement learning; Reward function","Complex problems; Design/methodology/approach; Dynamic environments; Fundamental theory; Inverse reinforcement learning; Latest development; Learning methods; Reinforcement learning techniques; Reward function; Sequential decision making; Succinct representation; Algorithms; Artificial intelligence; Surveys; Reinforcement learning",Article,"Final",,Scopus,2-s2.0-84865146660
