Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Pusadan M.Y., Buliali J.L., Ginardi R.V.H.","57193867684;35811984000;56205015600;","Optimum partition in flight route anomaly detection",2019,"Indonesian Journal of Electrical Engineering and Computer Science","14","3",,"1315","1329",,,"10.11591/ijeecs.v14.i3.pp1315-1329","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067189413&doi=10.11591%2fijeecs.v14.i3.pp1315-1329&partnerID=40&md5=dea10114d830801c40139fb14a3868dd","Department of Informatics, Institute Technology of Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, University of Tadulako, Sulawesi Tengah, Indonesia","Pusadan, M.Y., Department of Informatics, Institute Technology of Sepuluh Nopember, Surabaya, Indonesia, Department of Informatics, University of Tadulako, Sulawesi Tengah, Indonesia; Buliali, J.L., Department of Informatics, Institute Technology of Sepuluh Nopember, Surabaya, Indonesia, Department of Informatics, University of Tadulako, Sulawesi Tengah, Indonesia; Ginardi, R.V.H., Department of Informatics, Institute Technology of Sepuluh Nopember, Surabaya, Indonesia, Department of Informatics, University of Tadulako, Sulawesi Tengah, Indonesia","FIR; Partition; Segment",,"Pusadan, M.Y.; Department of Informatics, Institute Technology of Sepuluh Nopember, Gedung Informatika, Jl. Teknik Kimia, Kampus ITS, Indonesia; email: yazdi.diyanara@gmail.com",Article,"Final",Open Access,Scopus,2-s2.0-85067189413
"Chauhan S., Vig L., Ahmad S.","55787447900;14120320900;7401993307;","ECG anomaly class identification using LSTM and error profile modeling",2019,"Computers in Biology and Medicine","109",,,"14","21",,2,"10.1016/j.compbiomed.2019.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064643561&doi=10.1016%2fj.compbiomed.2019.04.009&partnerID=40&md5=f73ee471e85f13f6993759612fbbe5fb","School of Computational and Integrative Sciences, Jawaharlal Nehru University, New Delhi, India; Tata Consultancy Services - Research and Innovation, New Delhi, India","Chauhan, S., School of Computational and Integrative Sciences, Jawaharlal Nehru University, New Delhi, India; Vig, L., Tata Consultancy Services - Research and Innovation, New Delhi, India; Ahmad, S., School of Computational and Integrative Sciences, Jawaharlal Nehru University, New Delhi, India","Deep learning; ECG signal; Logistic regression; Long short term memory (LSTM); Multi layer perceptron","Anomaly detection; Brain; Deep learning; Electrocardiography; Errors; Forecasting; Pattern recognition; Regression analysis; Support vector machines; Anomaly-detection algorithms; Atrial premature contraction; ECG signals; Logistic regressions; Multi layer perceptron; Predictive performance; Premature ventricular contraction; Ventricular tachycardia; Long short-term memory; Article; ECG abnormality; electrocardiogram; heart rate; heart right bundle branch block; heart ventricle bigeminy; heart ventricle extrasystole; heart ventricle tachycardia; human; long term memory; machine learning; perceptron; priority journal; short term memory; support vector machine; supraventricular premature beat","Ahmad, S.; School of Computational and Integrative Sciences, Jawaharlal Nehru UniversityIndia; email: shandar@jnu.ac.in",Article,"Final",,Scopus,2-s2.0-85064643561
"Khasha R., Sepehri M.M., Mahdaviani S.A.","57200516989;23010061900;24734528900;","An ensemble learning method for asthma control level detection with leveraging medical knowledge-based classifier and supervised learning",2019,"Journal of Medical Systems","43","6", 158,"","",,,"10.1007/s10916-019-1259-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064911362&doi=10.1007%2fs10916-019-1259-8&partnerID=40&md5=bcf178237d4da62548ed4ce2e68755d8","Group of Information Technology, Faculty of Industrial and Systems Engineering, Tarbiat Modares University, Tehran, 1411713116, Iran; Faculty of Industrial and Systems Engineering, Tarbiat Modares University, Tehran, 1411713116, Iran; Pediatric Respiratory Diseases Research Center, National Research Institute of Tuberculosis and Lung Diseases (NRITLD), Shahid Beheshti University of Medical Sciences, Tehran, Iran","Khasha, R., Group of Information Technology, Faculty of Industrial and Systems Engineering, Tarbiat Modares University, Tehran, 1411713116, Iran; Sepehri, M.M., Faculty of Industrial and Systems Engineering, Tarbiat Modares University, Tehran, 1411713116, Iran; Mahdaviani, S.A., Pediatric Respiratory Diseases Research Center, National Research Institute of Tuberculosis and Lung Diseases (NRITLD), Shahid Beheshti University of Medical Sciences, Tehran, Iran","Asthma control; Ensemble learning; Medical knowledge; Rule-based; Self-care","accuracy; Article; asthma; Asthma Control Test; attitude to health; body mass; clinical classification; clinical feature; clinical outcome; disease control; female; human; learning algorithm; major clinical study; male; medical literature; methodology; physician; prediction; procedures; response variable; supervised machine learning; algorithm; asthma; environment; genetic predisposition; Iran; lung function test; pathology; severity of illness index; socioeconomics; antiasthmatic agent; biological marker; bronchodilating agent; Algorithms; Anti-Asthmatic Agents; Asthma; Biomarkers; Bronchodilator Agents; Environment; Genetic Predisposition to Disease; Humans; Iran; Respiratory Function Tests; Severity of Illness Index; Socioeconomic Factors; Supervised Machine Learning","Sepehri, M.M.; Faculty of Industrial and Systems Engineering, Tarbiat Modares UniversityIran; email: mehdi.sepehri@modares.ac.ir",Article,"Final",,Scopus,2-s2.0-85064911362
"Xia Y., Pan S., Zhao P., Zhao Q., Ye F.","57198782867;24169168300;57199759002;57193508286;57201999045;","Unsupervised learning based satellite NLOS signal detection method [基于无监督学习的卫星NLOS信号检测方法]",2019,"Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition)","49","3",,"565","572",,,"10.3969/j.issn.1001-0505.2019.03.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069041241&doi=10.3969%2fj.issn.1001-0505.2019.03.023&partnerID=40&md5=3b7ab38916ed8b7997c6e32727482cf5","School of Instrument Science and Engineering, Southeast University, Nanjing, 210096, China; School of Transportation, Southeast University, Nanjing, 210096, China","Xia, Y., School of Instrument Science and Engineering, Southeast University, Nanjing, 210096, China; Pan, S., School of Instrument Science and Engineering, Southeast University, Nanjing, 210096, China; Zhao, P., School of Instrument Science and Engineering, Southeast University, Nanjing, 210096, China; Zhao, Q., School of Transportation, Southeast University, Nanjing, 210096, China; Ye, F., School of Instrument Science and Engineering, Southeast University, Nanjing, 210096, China","Dual-system; K-means++ clustering algorithm; Non-line-of-sight; Single point positioning; Unsupervised learning","Classification (of information); Data reduction; Deterioration; K-means clustering; Machine learning; Satellites; Signal detection; Unsupervised learning; Carrier to noise ratio; Classification methods; Dual system; Global Navigation Satellite Systems; Non-line-of-sight; Real time positioning; Receiver autonomous integrity monitoring; Single-point positioning; Global positioning system","Pan, S.; School of Instrument Science and Engineering, Southeast UniversityChina; email: psg@seu.edu.cn",Article,"Final",,Scopus,2-s2.0-85069041241
"Zargarian G., Vassio L., Munafo M.M., Mellia M.","57209243264;56423695800;7004859480;6603904712;","Mining patterns in mobile network logs",2019,"2019 IFIP/IEEE Symposium on Integrated Network and Service Management, IM 2019",,, 8717875,"1","6",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067027663&partnerID=40&md5=fbe43500e745bff3010e58f6e44c4bcb","Politecnico di Torino, Italy","Zargarian, G., Politecnico di Torino, Italy; Vassio, L., Politecnico di Torino, Italy; Munafo, M.M., Politecnico di Torino, Italy; Mellia, M., Politecnico di Torino, Italy","Alarm logs; Anomaly detection and prediction; Monitoring and measurements for management; Predictive and real-time analytics; Telecommunication network","Alarm systems; Anomaly detection; Learning systems; Mining; Network management; Predictive analytics; Telecommunication networks; Alarm logs; In-network management; Monitoring and measurements; Network operations centers; Real-time analytics; Temporal-spatial correlations; Unsupervised machine learning; Visualization technique; Information management",,Conference Paper,"Final",,Scopus,2-s2.0-85067027663
"Doshi K., Mozaffari M., Yilmaz Y.","57209138600;57209139608;24170581600;","Rapid: Real-time anomaly-based preventive intrusion detection",2019,"WiseML 2019 - Proceedings of the 2019 ACM Workshop on Wireless Security and Machine Learning",,,,"49","54",,,"10.1145/3324921.3328789","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066618198&doi=10.1145%2f3324921.3328789&partnerID=40&md5=870a6de2902d069639bf3c844a373491","University of South Florida, Tampa, United States","Doshi, K., University of South Florida, Tampa, United States; Mozaffari, M., University of South Florida, Tampa, United States; Yilmaz, Y., University of South Florida, Tampa, United States","Anomaly detection; DDoS attacks; IoT networks; Nonparametric method; Sequential detection","Denial-of-service attack; Internet of things; Intrusion detection; Machine learning; Network security; Anomaly-detection algorithms; Asymptotically optimal; DDoS Attack; Detection and localization; Intrusion Detection Systems; IOT networks; Nonparametric methods; Sequential detection; Anomaly detection",,Conference Paper,"Final",,Scopus,2-s2.0-85066618198
"Oh H., Yi H., Choe H., Cho Y., Yoon S., Paek Y.","57207918646;55791747000;57192540861;55792542200;7404035832;7003313285;","Real-Time Anomalous Branch Behavior Inference with a GPU-inspired Engine for Machine Learning Models",2019,"Proceedings of the 2019 Design, Automation and Test in Europe Conference and Exhibition, DATE 2019",,, 8714807,"908","913",,1,"10.23919/DATE.2019.8714807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066634405&doi=10.23919%2fDATE.2019.8714807&partnerID=40&md5=8ad7e61b264e6c36425ed3c4cc03cafb","ECE and ISRC, Seoul National University, South Korea; Soongsil University, South Korea","Oh, H., ECE and ISRC, Seoul National University, South Korea; Yi, H., ECE and ISRC, Seoul National University, South Korea; Choe, H., ECE and ISRC, Seoul National University, South Korea; Cho, Y., Soongsil University, South Korea; Yoon, S., ECE and ISRC, Seoul National University, South Korea; Paek, Y., ECE and ISRC, Seoul National University, South Korea","anomaly detection; embedded system; machine learning; runtime security","Embedded systems; Engines; Graphics processing unit; Learning systems; Machine learning; System-on-chip; Anomalous behavior; Field operation; Machine learning models; Nature of software; Processing engine; Program execution; Runtimes; Zero day attack; Anomaly detection",,Conference Paper,"Final",,Scopus,2-s2.0-85066634405
"Boddy A., Hurst W., Mackay M., El Rhalibi A.","57194545382;7006028554;14037715300;14035587100;","A Hybrid Density-Based Outlier Detection Model for Privacy in Electronic Patient Record system",2019,"5th International Conference on Information Management, ICIM 2019",,, 8714701,"92","96",,,"10.1109/INFOMAN.2019.8714701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066637297&doi=10.1109%2fINFOMAN.2019.8714701&partnerID=40&md5=ce07af3a8ef4a17b9aa2cc6276b38301","Department of Computer Science, Liverpool John Moores University, James Parsons Building, Byrom Street, Liverpool, L3 3AF, United Kingdom","Boddy, A., Department of Computer Science, Liverpool John Moores University, James Parsons Building, Byrom Street, Liverpool, L3 3AF, United Kingdom; Hurst, W., Department of Computer Science, Liverpool John Moores University, James Parsons Building, Byrom Street, Liverpool, L3 3AF, United Kingdom; Mackay, M., Department of Computer Science, Liverpool John Moores University, James Parsons Building, Byrom Street, Liverpool, L3 3AF, United Kingdom; El Rhalibi, A., Department of Computer Science, Liverpool John Moores University, James Parsons Building, Byrom Street, Liverpool, L3 3AF, United Kingdom","Electronic Patient Records; Healthcare Infrastructures; Information Security; Machine Learning; Patient Privacy; Visualisation","Access control; Advanced Analytics; Anomaly detection; Data Analytics; Data mining; Health care; Hospitals; Information management; Learning systems; Security of data; Statistics; Visualization; Electronic patient record; Electronic Patient record system; Health care providers; Healthcare infrastructure; Healthcare organisations; Patient privacies; Proactive Monitoring; Real time analysis; Machine learning",,Conference Paper,"Final",,Scopus,2-s2.0-85066637297
"Hosseini A., Sarrafzadeh M.","57190842702;35596897200;","Unsupervised prediction of negative health events ahead of time",2019,"2019 IEEE EMBS International Conference on Biomedical and Health Informatics, BHI 2019 - Proceedings",,, 8834550,"","",,,"10.1109/BHI.2019.8834550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073033072&doi=10.1109%2fBHI.2019.8834550&partnerID=40&md5=b656887a48c323b993bf2150c8e22e65","Department of Computer Science, University of California Los Angeles, Los Angeles, US, United States","Hosseini, A., Department of Computer Science, University of California Los Angeles, Los Angeles, US, United States; Sarrafzadeh, M., Department of Computer Science, University of California Los Angeles, Los Angeles, US, United States","Anomaly; Auto-encoder; Wireless health","Anomaly detection; Forecasting; Health; Long short-term memory; Signal encoding; Unsupervised learning; Anomaly; Anomaly detection methods; Auto encoders; Health monitoring; Online-clustering; Real-time detection; Unsupervised learning method; Wireless healths; Medical informatics",,Conference Paper,"Final",,Scopus,2-s2.0-85073033072
"Hunt X.J., Willett R.","57201687777;7006423243;","Online data thinning via multi-subspace tracking",2019,"IEEE Transactions on Pattern Analysis and Machine Intelligence","41","5", 8344555,"1173","1187",,1,"10.1109/TPAMI.2018.2829189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045770758&doi=10.1109%2fTPAMI.2018.2829189&partnerID=40&md5=82715f0a2d5845c2bcc64d7c33f72256","SAS Institute Inc., Cary, NC  27513, United States; Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States","Hunt, X.J., SAS Institute Inc., Cary, NC  27513, United States; Willett, R., Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States","anomaly detection; Gaussian mixture model; online learning; saliency detection; Subspace clustering; subspace tracking","Communication channels (information theory); Data mining; Gaussian distribution; Job analysis; Media streaming; Object recognition; Robustness (control systems); Sensors; Anomaly detection; Gaussian Mixture Model; Online learning; Saliency detection; Streaming media; Sub-Space Clustering; Subspace tracking; Task analysis; Clustering algorithms","Hunt, X.J.; SAS Institute Inc.United States; email: chlorisjiang@gmail.com",Conference Paper,"Final",,Scopus,2-s2.0-85045770758
