Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Pauna A., Bica I., Pop F., Castiglione A.","55360454800;36343237100;22836395600;16027997000;","On the rewards of self-adaptive IoT honeypots",2019,"Annales des Telecommunications/Annals of Telecommunications","74","7-8",,"501","515",,,"10.1007/s12243-018-0695-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059537479&doi=10.1007%2fs12243-018-0695-7&partnerID=40&md5=1dfaadfd843d037fe93c6cd53acf0945","Faculty of Military Electronic and Information Systems, Military Technical Academy, Bucharest, Romania; Faculty of Automatic Control and Computers, “Politehnica” University of Bucharest, Bucharest, Romania; National Institute for Research and Development in Informatics (ICI), Bucharest, Romania; Department of Computer Science, University of Salerno, Fisciano, SA, Italy","Pauna, A., Faculty of Military Electronic and Information Systems, Military Technical Academy, Bucharest, Romania; Bica, I., Faculty of Military Electronic and Information Systems, Military Technical Academy, Bucharest, Romania; Pop, F., Faculty of Automatic Control and Computers, “Politehnica” University of Bucharest, Bucharest, Romania, National Institute for Research and Development in Informatics (ICI), Bucharest, Romania; Castiglione, A., Department of Computer Science, University of Salerno, Fisciano, SA, Italy","Honeypot systems; Internet of things; Inverse reinforcement learning; Neural network; Reinforcement learning; Self-adaptive honeypot systems","Learning algorithms; Network security; Neural networks; Reinforcement learning; Risk assessment; Apprenticeship learning; Honeypots; Inverse reinforcement learning; Iot devices; Key Issues; Optimal reward; Reward function; Self-Adaptive; Internet of things","Pop, F.; Faculty of Automatic Control and Computers, “Politehnica” University of BucharestRomania; email: florin.pop@cs.pub.ro",Article,"Final",,Scopus,2-s2.0-85059537479
"Ashida K., Kato T., Hotta K., Oka K.","57204919943;57208750954;7202730545;7201489853;","Multiple tracking and machine learning reveal dopamine modulation for area-restricted foraging behaviors via velocity change in Caenorhabditis elegans",2019,"Neuroscience Letters","706",,,"68","74",,1,"10.1016/j.neulet.2019.05.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065714065&doi=10.1016%2fj.neulet.2019.05.011&partnerID=40&md5=9ad5c6c0707c68bcea841a485614818a","Department of Bioscience and Informatics, Faculty of Science and Technology, Keio University, Yokohama, 223-8522, Japan; Graduate Institute of Medicine, College of Medicine, Kaohsiung Medical University, Kaohsiung City, 80708, Taiwan; Waseda Research Institute for Science and Engineering, Waseda University, 2-2 Wakamatsucho, Shinjuku, Tokyo  162-8480, Japan","Ashida, K., Department of Bioscience and Informatics, Faculty of Science and Technology, Keio University, Yokohama, 223-8522, Japan; Kato, T., Department of Bioscience and Informatics, Faculty of Science and Technology, Keio University, Yokohama, 223-8522, Japan; Hotta, K., Department of Bioscience and Informatics, Faculty of Science and Technology, Keio University, Yokohama, 223-8522, Japan; Oka, K., Department of Bioscience and Informatics, Faculty of Science and Technology, Keio University, Yokohama, 223-8522, Japan, Graduate Institute of Medicine, College of Medicine, Kaohsiung Medical University, Kaohsiung City, 80708, Taiwan, Waseda Research Institute for Science and Engineering, Waseda University, 2-2 Wakamatsucho, Shinjuku, Tokyo  162-8480, Japan","Area-restricted search; Behavioral assay; Dopamine; Foraging; Inverse reinforcement learning; Machine learning","dopamine; dopamine; Article; Caenorhabditis elegans; controlled study; dopamine metabolism; foraging behavior; machine learning; nonhuman; priority journal; reinforcement; velocity; animal; appetitive behavior; Caenorhabditis elegans; drug effect; transgenic animal; Animals; Animals, Genetically Modified; Appetitive Behavior; Caenorhabditis elegans; Dopamine; Machine Learning; Reinforcement, Psychology","Oka, K.; Department of Bioscience and Informatics, Faculty of Science and Technology, Keio UniversityJapan; email: oka@bio.keio.ac.jp",Article,"Final",,Scopus,2-s2.0-85065714065
"Chenreddy A.R., Pakiman P., Nadarajah S., Chandrasekaran R., Abens R.","57210646582;57210638739;56999957300;7006808991;57189268770;","Smoile: A shopper marketing optimization and inverse learning engine",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,,,"2934","2942",,,"10.1145/3292500.3330788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071146621&doi=10.1145%2f3292500.3330788&partnerID=40&md5=0a6bc41426faf6957a2db3592219b48b","University of Illinois at Chicago, Chicago, IL, United States; Foresight ROI, Inc, Chicago, IL, United States","Chenreddy, A.R., University of Illinois at Chicago, Chicago, IL, United States; Pakiman, P., University of Illinois at Chicago, Chicago, IL, United States; Nadarajah, S., University of Illinois at Chicago, Chicago, IL, United States; Chandrasekaran, R., University of Illinois at Chicago, Chicago, IL, United States; Abens, R., Foresight ROI, Inc, Chicago, IL, United States","Data-driven optimization; Inverse reinforcement learning; Shopper marketing","Commerce; Data mining; Engines; Machine learning; Sales; Data-driven optimization; Industry benchmarks; Inverse reinforcement learning; Manual intervention; Optimization approach; Predictive modeling; Regression techniques; Sequential process; Reinforcement learning","Nadarajah, S.; University of Illinois at ChicagoUnited States; email: selvan@uic.edu",Conference Paper,"Final",,Scopus,2-s2.0-85071146621
"Oh M.-H., Iyengar G.","56939849000;7005191853;","Sequential anomaly detection using inverse reinforcement learning",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,,,"1480","1490",,,"10.1145/3292500.3330932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071146603&doi=10.1145%2f3292500.3330932&partnerID=40&md5=528a1e6194f6c36b5b0d7bad8675655f","Columbia University, New York, NY, United States","Oh, M.-H., Columbia University, New York, NY, United States; Iyengar, G., Columbia University, New York, NY, United States","Anomaly detection; Bootstrap; Inverse reinforcement learning; Neural networks; Outlier detection; Spatial-temporal data","Bayesian networks; Data mining; Decision making; Inverse problems; Machine learning; Neural networks; Reinforcement learning; Safety engineering; Anomaly detection methods; Application scenario; Automatic detection systems; Bootstrap; Critical environment; Decision making agents; Inverse reinforcement learning; Spatial-temporal data; Anomaly detection",,Conference Paper,"Final",,Scopus,2-s2.0-85071146603
"Piao S., Huang Y., Liu H.","57211741412;57211277745;35272617500;","Online multi-modal imitation learning via lifelong intention encoding",2019,"2019 4th IEEE International Conference on Advanced Robotics and Mechatronics, ICARM 2019",,, 8833960,"786","792",,,"10.1109/ICARM.2019.8833960","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073232592&doi=10.1109%2fICARM.2019.8833960&partnerID=40&md5=a6d7d90c008261e5828d799e4d65519a","School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; Department of Computer Science and Technology, Tsinghua University, Beijing, China","Piao, S., School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; Huang, Y., School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; Liu, H., Department of Computer Science and Technology, Tsinghua University, Beijing, China",,"E-learning; Encoding (symbols); Inverse problems; Machine learning; Robotics; Signal encoding; Imitation learning; Inverse reinforcement learning; Multi-modal; Reward function; Robotic manipulation; Sparse coding; Reinforcement learning","Liu, H.; Department of Computer Science and Technology, Tsinghua UniversityChina; email: hpliu@tsinghua.edu.cn",Conference Paper,"Final",,Scopus,2-s2.0-85073232592
"Imani M., Braga-Neto U.M.","57189031055;6603390822;","Control of gene regulatory networks using bayesian inverse reinforcement learning",2019,"IEEE/ACM Transactions on Computational Biology and Bioinformatics","16","4", 3370654,"1250","1261",,5,"10.1109/TCBB.2018.2830357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046001548&doi=10.1109%2fTCBB.2018.2830357&partnerID=40&md5=6da59589d88f5f109056eebaf9f54ed5","Department of Electrical and Computer Engineering, Texas A and M University, College Station, TX  77843, United States","Imani, M., Department of Electrical and Computer Engineering, Texas A and M University, College Station, TX  77843, United States; Braga-Neto, U.M., Department of Electrical and Computer Engineering, Texas A and M University, College Station, TX  77843, United States","Bayesian inverse reinforcement learning; Boolean Kalman smoother; Gene regulatory networks; Melanoma; P53-MDM2; Partially-observed Boolean dynamical system; Q-learning","Bayesian networks; Boolean functions; Cost functions; Costs; Dermatology; Dynamical systems; Gene expression; Inverse problems; Learning algorithms; Oncology; State feedback; Boolean dynamical systems; Gene regulatory networks; Inverse reinforcement learning; Kalman smoother; Melanoma; p53-MDM2; Q-learning; Reinforcement learning","Imani, M.; Department of Electrical and Computer Engineering, Texas A and M UniversityUnited States; email: m.imani88@tamu.edu",Article,"Final",,Scopus,2-s2.0-85046001548
"Zhuansun S., Yang J.-A., Liu H.","57202022207;9737323800;56125442700;","Apprenticeship learning in cognitive jamming",2019,"Optimal Control Applications and Methods","40","4",,"647","658",,,"10.1002/oca.2502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063507637&doi=10.1002%2foca.2502&partnerID=40&md5=4df1fe33eb13cf892375d0e3a61546d0","Electronic Countermeasure Institute, National University of Defense Technology, Hefei, China; Key Laboratory of Electronic Restriction, Hefei, China","Zhuansun, S., Electronic Countermeasure Institute, National University of Defense Technology, Hefei, China, Key Laboratory of Electronic Restriction, Hefei, China; Yang, J.-A., Electronic Countermeasure Institute, National University of Defense Technology, Hefei, China, Key Laboratory of Electronic Restriction, Hefei, China; Liu, H., Electronic Countermeasure Institute, National University of Defense Technology, Hefei, China, Key Laboratory of Electronic Restriction, Hefei, China","cognitive jamming; inverse reinforcement learning; jamming strategy; Markov decision process; reinforcement learning","Apprentices; Electronic warfare; Inverse problems; Jamming; Learning algorithms; Machine learning; Markov processes; Transmitters; Apprenticeship learning; Changing environment; Cognitive jamming; Complete information; Inverse reinforcement learning; Jamming strategies; Markov Decision Processes; Number of iterations; Reinforcement learning","Zhuansun, S.; Electronic Countermeasure Institute, National University of Defense TechnologyChina; email: zhuansunss@sina.com",Article,"Final",,Scopus,2-s2.0-85063507637
"Kim K., Kim S., Lee C., Ko S.","57209973294;57209981341;57209978509;37049022800;","Poster: Modeling exploration/exploitation decisions through mobile sensing for understanding mechanisms of addiction",2019,"MobiSys 2019 - Proceedings of the 17th Annual International Conference on Mobile Systems, Applications, and Services",,,,"512","513",,,"10.1145/3307334.3328599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069165274&doi=10.1145%2f3307334.3328599&partnerID=40&md5=85c7467a0ff678ab1bea14f74921e41b","School of Electrical and Computer Engineering, UNIST Ulsan, South Korea","Kim, K., School of Electrical and Computer Engineering, UNIST Ulsan, South Korea; Kim, S., School of Electrical and Computer Engineering, UNIST Ulsan, South Korea; Lee, C., School of Electrical and Computer Engineering, UNIST Ulsan, South Korea; Ko, S., School of Electrical and Computer Engineering, UNIST Ulsan, South Korea",,"Disease control; Game theory; Neurology; Reinforcement learning; Brain disease; Cost-efficient; Exploration/exploitation; Higher learning; Inverse reinforcement learning; Literature models; Loss of control; Mobile sensing; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-85069165274
"Sun L., Zhan W., Chan C.-Y., Tomizuka M.","56007948700;57193013312;7404814589;35567325500;","Behavior planning of autonomous cars with social perception",2019,"IEEE Intelligent Vehicles Symposium, Proceedings","2019-June",, 8814223,"207","213",,1,"10.1109/IVS.2019.8814223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072284431&doi=10.1109%2fIVS.2019.8814223&partnerID=40&md5=4216b2808dab454d1154403749e92e4f","Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; California PATH, University of California, Berkeley, CA  94720, United States","Sun, L., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Zhan, W., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Chan, C.-Y., California PATH, University of California, Berkeley, CA  94720, United States; Tomizuka, M., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States",,"Cost functions; Decision making; Intelligent vehicle highway systems; Model predictive control; Predictive control systems; Reinforcement learning; Roads and streets; Sensor networks; Behavior planning; Distributed sensor; Dynamic environments; Individual behavior; Inverse reinforcement learning; Probabilistic planning; Probabilistic prediction; Sensor limitations; Autonomous vehicles",,Conference Paper,"Final",,Scopus,2-s2.0-85072284431
"You C., Lu J., Filev D., Tsiotras P.","57191623509;7601561346;7004005522;7006580129;","Advanced planning for autonomous vehicles using reinforcement learning and deep inverse reinforcement learning",2019,"Robotics and Autonomous Systems","114",,,"1","18",,6,"10.1016/j.robot.2019.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060531902&doi=10.1016%2fj.robot.2019.01.003&partnerID=40&md5=49dcd8d86ea9d1835065e136374f100a","School of Aerospace Engineering, Georgia Institute of Technology, Atlanta, GA  30332-0150, United States; Research & Advanced Engineering, Ford Motor Company, Dearborn, MI  48121, United States; School of Aerospace Engineering and the Institute for Robotics & Intelligent Machines, Georgia Institute of Technology, Atlanta, GA  30332-0150, United States","You, C., School of Aerospace Engineering, Georgia Institute of Technology, Atlanta, GA  30332-0150, United States; Lu, J., Research & Advanced Engineering, Ford Motor Company, Dearborn, MI  48121, United States; Filev, D., Research & Advanced Engineering, Ford Motor Company, Dearborn, MI  48121, United States; Tsiotras, P., School of Aerospace Engineering and the Institute for Robotics & Intelligent Machines, Georgia Institute of Technology, Atlanta, GA  30332-0150, United States","Autonomous vehicle; Deep neural-network; Inverse reinforcement learning; Maximum entropy; Path planning; Reinforcement learning","Autonomous vehicles; Behavioral research; Deep neural networks; Entropy; Highway traffic control; Intelligent systems; Intelligent vehicle highway systems; Inverse problems; Learning algorithms; Machine learning; Markov processes; Maximum entropy methods; Maximum principle; Motion planning; Stochastic models; Stochastic systems; Traffic congestion; Driving strategy; Intelligent transportation systems; Inverse reinforcement learning; Markov Decision Processes; Maximum entropy principle; Planning problem; Reinforcement learning techniques; Simulated results; Reinforcement learning","Tsiotras, P.; School of Aerospace Engineering and the Institute for Robotics & Intelligent Machines, Georgia Institute of TechnologyUnited States; email: tsiotras@gatech.edu",Article,"Final",Open Access,Scopus,2-s2.0-85060531902
"Brooks C., Szafir D.","57188741380;50362161600;","Balanced Information Gathering and Goal-Oriented Actions in Shared Autonomy",2019,"ACM/IEEE International Conference on Human-Robot Interaction","2019-March",, 8673192,"85","94",,,"10.1109/HRI.2019.8673192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064003646&doi=10.1109%2fHRI.2019.8673192&partnerID=40&md5=424a322c45313ab54b0ea0c382b4b911","Department of Computer Science, University of Colorado Boulder, Boulder, United States; Department of Computer Science, ATLAS Institute, University of Colorado Boulder, Boulder, United States","Brooks, C., Department of Computer Science, University of Colorado Boulder, Boulder, United States; Szafir, D., Department of Computer Science, ATLAS Institute, University of Colorado Boulder, Boulder, United States","active learning; assistive teleoperation; human-robot teaming; inverse reinforcement learning; Shared autonomy","Artificial intelligence; Control theory; Degrees of freedom (mechanics); Economic and social effects; Man machine systems; Manipulators; Reinforcement learning; Remote control; Active Learning; Assistive; Human robots; Inverse reinforcement learning; Shared autonomy; Human robot interaction",,Conference Paper,"Final",,Scopus,2-s2.0-85064003646
"Krishnan S., Garg A., Liaw R., Thananjeyan B., Miller L., Pokorny F.T., Goldberg K.","56272628500;55561356700;57195417297;57195425489;57192208784;55314672100;35453491100;","SWIRL: A sequential windowed inverse reinforcement learning algorithm for robot tasks with delayed rewards",2019,"International Journal of Robotics Research","38","2-3",,"126","145",,1,"10.1177/0278364918784350","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052190280&doi=10.1177%2f0278364918784350&partnerID=40&md5=34ff0bf996ea99be0cac565416bdc71c","AUTOLAB, University of California, Berkeley, United States; Stanford University, United States; RPL/CSC, KTH Royal Institute of Technology, Sweden","Krishnan, S., AUTOLAB, University of California, Berkeley, United States; Garg, A., AUTOLAB, University of California, Berkeley, United States, Stanford University, United States; Liaw, R., AUTOLAB, University of California, Berkeley, United States; Thananjeyan, B., AUTOLAB, University of California, Berkeley, United States; Miller, L., AUTOLAB, University of California, Berkeley, United States; Pokorny, F.T., RPL/CSC, KTH Royal Institute of Technology, Sweden; Goldberg, K., AUTOLAB, University of California, Berkeley, United States","inverse reinforcement learning; learning from demonstrations; medical robots and systems; Reinforcement learning","Cloning; Deformation; Demonstrations; Learning algorithms; Robotic surgery; Robots; Surgery; Autonomous exploration; Behavioral cloning; Da vinci surgical robots; Inverse reinforcement learning; Learning from demonstration; Medical robots and systems; Physical experiments; Transition conditions; Reinforcement learning","Krishnan, S.; AUTOLAB, University of CaliforniaUnited States; email: sanjay@eecs.berkeley.edu",Article,"Final",,Scopus,2-s2.0-85052190280
"Huang S.H., Held D., Abbeel P., Dragan A.D.","56422734600;35955893400;8269962600;55193779100;","Enabling robots to communicate their objectives",2019,"Autonomous Robots","43","2",,"309","326",,5,"10.1007/s10514-018-9771-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048686549&doi=10.1007%2fs10514-018-9771-0&partnerID=40&md5=98b721ed244e1992157cfc865a3f201c","University of California, Berkeley, Berkeley, CA, United States; Carnegie Mellon University, Pittsburgh, PA, United States","Huang, S.H., University of California, Berkeley, Berkeley, CA, United States; Held, D., Carnegie Mellon University, Pittsburgh, PA, United States; Abbeel, P., University of California, Berkeley, Berkeley, CA, United States; Dragan, A.D., University of California, Berkeley, Berkeley, CA, United States","Explainable artificial intelligence; Human-robot interaction; Inverse reinforcement learning; Transparency","Cognitive systems; Human computer interaction; Intelligent robots; Reinforcement learning; Transparency; Appropriate models; Candidate models; Human learning; Inverse reinforcement learning; Mental model; Objective functions; Robot behavior; Robot model; Human robot interaction","Huang, S.H.; University of California, BerkeleyUnited States; email: shhuang@cs.berkeley.edu",Article,"Final",,Scopus,2-s2.0-85048686549
"Pan W., Qu R., Hwang K.-S., Lin H.-S.","57198514328;57207731019;7402426737;57208084484;","An Ensemble Fuzzy Approach for Inverse Reinforcement Learning",2019,"International Journal of Fuzzy Systems","21","1",,"95","103",,2,"10.1007/s40815-018-0535-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063725863&doi=10.1007%2fs40815-018-0535-y&partnerID=40&md5=ec720eef2adc7b168db34d223539130c","School of Computer Science, Northwestern Polytechnical University, Xi’an, China; Department of Electrical Engineering, National Sun Yat-Sen University, Kaohsiung, Taiwan","Pan, W., School of Computer Science, Northwestern Polytechnical University, Xi’an, China; Qu, R., School of Computer Science, Northwestern Polytechnical University, Xi’an, China; Hwang, K.-S., Department of Electrical Engineering, National Sun Yat-Sen University, Kaohsiung, Taiwan; Lin, H.-S., Department of Electrical Engineering, National Sun Yat-Sen University, Kaohsiung, Taiwan","Fuzzy; Inverse reinforcement learning; Reward feature","Demonstrations; Information theory; Inverse problems; Machine learning; Maximum likelihood; Apprenticeship learning; Fuzzy; Information-theoretic methods; Inverse reinforcement learning; Linear combinations; Reward feature; Sampling efficiency; Simulation demonstrate; Reinforcement learning","Hwang, K.-S.; Department of Electrical Engineering, National Sun Yat-Sen UniversityTaiwan; email: hwang@ccu.edu.tw",Article,"Final",,Scopus,2-s2.0-85063725863
"Zhang K., Yu Y.","57208822390;57210071874;","Methodologies for Imitation Learning via Inverse Reinforcement Learning: A Review [基于逆强化学习的示教学习方法综述]",2019,"Jisuanji Yanjiu yu Fazhan/Computer Research and Development","56","2",,"254","261",,,"10.7544/issn1000-1239.2019.20170578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065870040&doi=10.7544%2fissn1000-1239.2019.20170578&partnerID=40&md5=3635cf1183521045d24b1351d4cec616","State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China","Zhang, K., State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China; Yu, Y., State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, 210023, China","Imitation learning; Inverse reinforcement learning; Markov decision process; Multi-step decision problem; Reinforcement learning","Behavioral research; Decision making; Inverse problems; Learning algorithms; Machine learning; Markov processes; Autonomous robotic systems; Decision problems; Imitation learning; Inverse reinforcement learning; Markov Decision Processes; Reinforcement learning approach; Reinforcement learning method; Sequential decision making; Reinforcement learning","Yu, Y.; State Key Laboratory for Novel Software Technology, Nanjing UniversityChina; email: yuy@nju.edu.cn",Review,"Final",,Scopus,2-s2.0-85065870040
"Peysakhovich A.","55258497600;","Reinforcement learning and inverse reinforcement learning with system 1 and system 2",2019,"AIES 2019 - Proceedings of the 2019 AAAI/ACM Conference on AI, Ethics, and Society",,,,"409","415",,,"10.1145/3306618.3314259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070585523&doi=10.1145%2f3306618.3314259&partnerID=40&md5=1378a3a0e54b12f4d90637873a59b823","Facebook AI Research","Peysakhovich, A., Facebook AI Research","Behavioral economics; Dual-system models; Inverse reinforcement learning; Reinforcement learning","Decision making; Economics; Inverse problems; Machine learning; Optimization; Philosophical aspects; Rational functions; Applications of AI; Behavioral economics; Competing models; Decision makers; Dual system; Inverse reinforcement learning; Markov decision problem; Reward function; Reinforcement learning","Peysakhovich, A.; Facebook AI Researchemail: alexpeys@fb.com",Conference Paper,"Final",,Scopus,2-s2.0-85070585523
"Scobee D.R.R., Rubies Royo V., Tomlin C.J., Sastry S.S.","55355309200;57207112216;56751013300;56111601700;","Haptic Assistance via Inverse Reinforcement Learning",2019,"Proceedings - 2018 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2018",,, 8616258,"1510","1517",,,"10.1109/SMC.2018.00262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062208365&doi=10.1109%2fSMC.2018.00262&partnerID=40&md5=22d49c40e7cdfed28db0dcdde5206feb","Department of Electrical Engineering and Computer Science, University of California, Berkeley, United States","Scobee, D.R.R., Department of Electrical Engineering and Computer Science, University of California, Berkeley, United States; Rubies Royo, V., Department of Electrical Engineering and Computer Science, University of California, Berkeley, United States; Tomlin, C.J., Department of Electrical Engineering and Computer Science, University of California, Berkeley, United States; Sastry, S.S., Department of Electrical Engineering and Computer Science, University of California, Berkeley, United States",,"Autonomous agents; Feedback; Haptic interfaces; Inverse problems; Machine learning; Remote control; Assistive; Control interfaces; Controlled system; Haptic assistance; Haptic feedbacks; Human users; Inverse reinforcement learning; User study; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85062208365
"Inga J., Eitel M., Flad M., Hohmann S.","57188985251;57207116884;6603246805;56027574000;","Evaluating Human Behavior in Manual and Shared Control via Inverse Optimization",2019,"Proceedings - 2018 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2018",,, 8616457,"2699","2704",,2,"10.1109/SMC.2018.00461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062238522&doi=10.1109%2fSMC.2018.00461&partnerID=40&md5=92327a6f4f3e3d4226005c4789426a93","Institute of Control Systems (IRS), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany","Inga, J., Institute of Control Systems (IRS), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Eitel, M., Institute of Control Systems (IRS), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Flad, M., Institute of Control Systems (IRS), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Hohmann, S., Institute of Control Systems (IRS), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany","Human Behavior Identification; Inverse Optimal Control; Inverse Reinforcement Learning; Shared Control","Cost functions; Cybernetics; Function evaluation; Inverse problems; Manual control; Reinforcement learning; Human behavior modeling; Human behaviors; Human machine interaction; Inverse reinforcement learning; Inverse-optimal control; Optimal control theory; Shared control; Shared-control systems; Behavioral research",,Conference Paper,"Final",,Scopus,2-s2.0-85062238522
"Sama K., Morales Y., Akai N., Takeuchi E., Takeda K.","57202967306;24450513700;55671618700;15726701000;7404334995;","Learning How to Drive in Blind Intersections from Human Data",2019,"Proceedings - 2018 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2018",,, 8616059,"317","324",,,"10.1109/SMC.2018.00064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062214828&doi=10.1109%2fSMC.2018.00064&partnerID=40&md5=e4a38d9d84d37d02a1145412bfd00900","Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Graduate School of Information Science, Nagoya University, Nagoya, 463-8603, Japan; Takeda Lab, Graduate School of Information Science, Nagoya University, Nagoya, 463-8603, Japan","Sama, K., Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Morales, Y., Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Akai, N., Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Takeuchi, E., Graduate School of Information Science, Nagoya University, Nagoya, 463-8603, Japan; Takeda, K., Takeda Lab, Graduate School of Information Science, Nagoya University, Nagoya, 463-8603, Japan","autonomous driving; clustering; learning","Autonomous vehicles; Cybernetics; Digital storage; Drive-in facilities; Driver training; Reinforcement learning; Autonomous driving; Blind intersection; clustering; Different class; Inverse reinforcement learning; learning; Residential areas; Safe driving; Traffic control",,Conference Paper,"Final",,Scopus,2-s2.0-85062214828
